t_ms,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,v_h_ms,v_v_down_ms,v_tot_ms,v_forward_ms,v_side_ms,cv_vdown,v_h_u,v_v_u,v_tot_u,v_forward_u,v_side_u,yaw_deg,pitch_deg,fwd_len_h,band,state,underwater
1756425405352,843.893,-242.181,83.990,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.00,0.000,0.0,-0.0,0.0,0.0,0.0,79.80,0.00,1.000,stall/land,grounded,false
1756425405381,843.893,-242.181,83.990,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.00,0.000,0.0,-0.0,0.0,0.0,0.0,79.80,0.00,1.000,stall/land,grounded,false
1756425405410,843.893,-242.181,83.990,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.00,0.000,0.0,-0.0,0.0,0.0,0.0,79.80,0.00,1.000,stall/land,grounded,false
1756425405439,843.893,-242.181,83.990,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.00,0.000,0.0,-0.0,0.0,0.0,0.0,79.80,0.00,1.000,stall/land,grounded,false
1756425405468,843.893,-242.181,83.990,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.00,0.000,0.0,-0.0,0.0,0.0,0.0,79.80,0.00,1.000,stall/land,grounded,false
1756425405497,843.893,-242.181,83.990,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.00,0.000,0.0,-0.0,0.0,0.0,0.0,79.80,0.00,1.000,stall/land,grounded,false
1756425405526,843.893,-242.181,83.990,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.00,0.000,0.0,-0.0,0.0,0.0,0.0,79.80,0.00,1.000,stall/land,grounded,false
1756425405555,843.893,-242.181,83.990,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.00,0.000,0.0,-0.0,0.0,0.0,0.0,79.80,0.00,1.000,stall/land,grounded,false
1756425405584,843.893,-242.181,83.990,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.00,0.000,0.0,-0.0,0.0,0.0,0.0,79.80,0.00,1.000,stall/land,grounded,false
1756425405613,843.893,-242.181,83.990,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.00,0.000,0.0,-0.0,0.0,0.0,0.0,79.80,0.00,1.000,stall/land,grounded,false
1756425405642,843.893,-242.181,83.990,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.00,0.000,0.0,-0.0,0.0,0.0,0.0,79.80,0.00,1.000,stall/land,grounded,false
1756425405671,843.893,-242.181,83.990,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.00,0.000,0.0,-0.0,0.0,0.0,0.0,79.81,0.00,1.000,stall/land,grounded,false
1756425405700,843.959,-241.815,84.030,0.684,3.799,0.423,3.86,0.00,3.86,3.86,-0.00,0.000,152.0,0.0,152.0,152.0,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425405729,844.025,-241.450,84.071,1.158,6.441,0.718,6.54,0.00,6.54,6.54,-0.00,0.000,257.7,0.0,257.7,257.7,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425405758,844.090,-241.085,84.112,1.489,8.282,0.923,8.42,0.00,8.42,8.42,-0.00,0.000,331.3,0.0,331.3,331.3,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425405787,844.156,-240.719,84.153,1.721,9.569,1.067,9.72,0.00,9.72,9.72,-0.00,0.000,382.8,0.0,382.8,382.8,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425405816,844.156,-240.719,84.153,1.204,6.698,0.747,6.81,0.00,6.81,6.81,-0.00,0.000,267.9,0.0,267.9,267.9,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425405845,844.222,-240.354,84.540,1.521,8.459,4.524,8.60,0.00,8.60,8.60,-0.00,0.000,338.4,0.0,338.4,338.4,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425405874,844.287,-239.989,84.875,1.743,9.693,6.624,9.85,0.00,9.85,9.85,-0.00,0.000,387.8,0.0,387.8,387.8,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425405903,844.287,-239.989,84.875,1.220,6.785,4.637,6.89,0.00,6.89,6.89,-0.00,0.000,271.4,0.0,271.4,271.4,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425405932,844.353,-239.623,85.157,1.533,8.525,6.157,8.66,0.00,8.66,8.66,-0.00,0.000,341.0,0.0,341.0,341.0,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425405962,844.419,-239.257,85.386,1.752,9.747,6.676,9.90,0.00,9.90,9.90,-0.00,0.000,389.9,0.0,389.9,389.9,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425405991,844.485,-238.890,85.563,1.907,10.608,6.494,10.78,0.00,10.78,10.78,0.00,0.000,424.3,0.0,424.3,424.3,0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425406020,844.485,-238.890,85.563,1.335,7.425,4.546,7.54,0.00,7.54,7.54,0.00,0.000,297.0,0.0,297.0,297.0,0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425406049,844.551,-238.524,85.686,1.616,8.989,4.459,9.13,0.00,9.13,9.13,-0.00,0.000,359.6,0.0,359.6,359.6,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425406078,844.617,-238.156,85.757,1.812,10.084,3.851,10.25,0.00,10.25,10.25,0.00,0.000,403.4,0.0,403.4,403.4,0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425406107,844.683,-237.789,85.775,1.951,10.853,2.880,11.03,0.00,11.03,11.03,-0.00,0.000,434.1,0.0,434.1,434.1,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425406136,844.683,-237.789,85.775,1.366,7.597,2.016,7.72,0.00,7.72,7.72,-0.00,0.000,303.9,0.0,303.9,303.9,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425406165,844.749,-237.421,85.740,1.640,9.118,1.050,9.26,0.00,9.26,9.26,-0.00,0.000,364.7,0.0,364.7,364.7,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425406194,844.815,-237.054,85.652,1.830,10.179,-0.172,10.34,0.17,10.34,10.34,-0.00,5.413,407.2,6.8,407.2,407.2,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425406223,844.815,-237.054,85.652,1.281,7.125,-0.121,7.24,0.12,7.24,7.24,-0.00,3.858,285.0,4.7,285.1,285.0,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425406252,844.881,-236.686,85.539,1.579,8.780,-1.253,8.92,1.25,9.01,8.92,-0.00,4.454,351.2,49.3,354.7,351.2,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425406281,844.950,-236.306,85.424,1.811,10.074,-2.060,10.24,2.06,10.44,10.24,-0.00,3.609,403.0,81.1,411.0,403.0,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425406310,844.950,-236.306,85.424,1.268,7.052,-1.442,7.16,1.44,7.31,7.16,-0.00,2.974,282.1,56.8,287.7,282.1,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425406339,845.019,-235.921,85.310,1.604,8.919,-2.192,9.06,2.19,9.32,9.06,-0.00,2.607,356.8,86.3,367.0,356.8,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425406368,845.089,-235.532,85.195,1.843,10.250,-2.717,10.41,2.72,10.76,10.41,0.00,2.368,410.0,107.0,423.7,410.0,0.0,79.81,0.00,1.000,forward,running_slope,false
1756425406397,845.159,-235.143,85.081,2.012,11.194,-3.085,11.37,3.08,11.78,11.37,0.00,2.181,447.8,121.4,464.0,447.8,0.0,79.81,0.00,1.000,forward,running_slope,false
1756425406426,845.229,-234.754,84.966,2.132,11.859,-3.342,12.05,3.34,12.50,12.05,-0.00,2.023,474.4,131.6,492.3,474.4,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425406456,845.229,-234.754,84.966,1.492,8.301,-2.339,8.43,2.34,8.75,8.43,-0.00,1.868,332.1,92.1,344.6,332.1,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425406485,845.291,-234.405,84.852,1.691,9.407,-2.820,9.56,2.82,9.96,9.56,0.00,1.742,376.3,111.0,392.3,376.3,0.0,79.81,0.00,1.000,forward,running_slope,false
1756425406514,845.349,-234.085,84.737,1.780,9.897,-3.158,10.06,3.16,10.54,10.06,-0.00,1.639,395.9,124.3,414.9,395.9,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425406543,845.404,-233.779,84.622,1.813,10.083,-3.392,10.24,3.39,10.79,10.24,-0.00,1.553,403.3,133.5,424.9,403.3,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425406572,845.404,-233.779,84.622,1.269,7.058,-2.374,7.17,2.37,7.55,7.17,-0.00,1.472,282.3,93.5,297.4,282.3,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425406601,845.458,-233.480,84.508,1.436,7.985,-2.828,8.11,2.83,8.59,8.11,-0.00,1.398,319.4,111.3,338.3,319.4,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425406630,845.511,-233.184,84.393,1.555,8.647,-3.162,8.79,3.16,9.34,8.79,-0.00,1.335,345.9,124.5,367.6,345.9,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425406659,845.511,-233.184,84.393,1.088,6.053,-2.213,6.15,2.21,6.54,6.15,-0.00,1.279,242.1,87.1,257.3,242.1,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425406688,845.564,-232.889,84.279,1.309,7.284,-2.732,7.40,2.73,7.89,7.40,0.00,1.225,291.4,107.6,310.6,291.4,0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425406718,845.617,-232.594,84.164,1.462,8.138,-3.095,8.27,3.10,8.83,8.27,0.00,1.177,325.5,121.9,347.6,325.5,0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425406747,845.670,-232.300,84.050,1.570,8.733,-3.349,8.87,3.35,9.48,8.87,0.00,1.135,349.3,131.8,373.4,349.3,0.0,79.81,0.00,1.000,forward,running_slope,false
1756425406776,845.670,-232.300,84.050,1.099,6.113,-2.344,6.21,2.34,6.64,6.21,0.00,1.095,244.5,92.3,261.4,244.5,0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425406805,845.723,-232.006,83.935,1.314,7.313,-2.823,7.43,2.82,7.95,7.43,0.00,1.056,292.5,111.1,312.9,292.5,0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425406834,845.775,-231.712,83.821,1.467,8.160,-3.160,8.29,3.16,8.87,8.29,0.00,1.021,326.4,124.4,349.3,326.4,0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425406863,845.775,-231.712,83.821,1.027,5.712,-2.212,5.80,2.21,6.21,5.80,0.00,0.990,228.5,87.1,244.5,228.5,0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425406892,845.828,-231.418,83.706,1.265,7.034,-2.731,7.15,2.73,7.65,7.15,-0.00,0.958,281.4,107.5,301.2,281.4,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425406921,845.881,-231.124,83.592,1.431,7.960,-3.095,8.09,3.09,8.66,8.09,-0.00,0.929,318.4,121.8,340.9,318.4,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425406950,845.934,-230.830,83.477,1.548,8.607,-3.349,8.75,3.35,9.36,8.75,-0.00,0.903,344.3,131.8,368.7,344.3,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425406979,845.934,-230.830,83.477,1.084,6.025,-2.344,6.12,2.34,6.56,6.12,-0.00,0.878,241.0,92.3,258.1,241.0,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425407008,845.987,-230.536,83.363,1.304,7.251,-2.823,7.37,2.82,7.89,7.37,-0.00,0.853,290.1,111.1,310.6,290.1,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407037,846.040,-230.242,83.248,1.459,8.110,-3.158,8.24,3.16,8.82,8.24,-0.00,0.829,324.4,124.3,347.4,324.4,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407066,846.093,-229.948,83.133,1.567,8.714,-3.394,8.85,3.39,9.48,8.85,-0.00,0.808,348.6,133.6,373.3,348.6,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425407095,846.093,-229.948,83.133,1.097,6.100,-2.376,6.20,2.38,6.64,6.20,-0.00,0.788,244.0,93.5,261.3,244.0,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425407124,846.146,-229.654,83.019,1.315,7.309,-2.847,7.43,2.85,7.95,7.43,-0.00,0.767,292.4,112.1,313.1,292.4,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407153,846.199,-229.360,82.904,1.466,8.152,-3.176,8.28,3.18,8.87,8.28,-0.00,0.748,326.1,125.0,349.2,326.1,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407182,846.199,-229.360,82.904,1.026,5.706,-2.223,5.80,2.22,6.21,5.80,-0.00,0.731,228.3,87.5,244.5,228.3,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425407211,846.251,-229.066,82.790,1.263,7.025,-2.737,7.14,2.74,7.64,7.14,-0.00,0.713,281.0,107.7,300.9,281.0,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407241,846.304,-228.772,82.675,1.430,7.949,-3.097,8.08,3.10,8.65,8.08,-0.00,0.696,318.0,121.9,340.6,318.0,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407270,846.357,-228.478,82.561,1.539,8.558,-3.334,8.70,3.33,9.31,8.70,-0.00,0.680,342.3,131.3,366.6,342.3,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425407299,846.357,-228.478,82.561,1.077,5.990,-2.334,6.09,2.33,6.52,6.09,-0.00,0.665,239.6,91.9,256.6,239.6,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425407328,846.410,-228.184,82.446,1.301,7.229,-2.817,7.35,2.82,7.87,7.35,-0.00,0.650,289.2,110.9,309.7,289.2,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407357,846.463,-227.890,82.332,1.456,8.094,-3.153,8.22,3.15,8.81,8.22,-0.00,0.635,323.8,124.2,346.8,323.8,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407386,846.463,-227.890,82.332,1.019,5.666,-2.207,5.76,2.21,6.17,5.76,-0.00,0.623,226.6,86.9,242.7,226.6,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425407415,846.516,-227.596,82.217,1.260,7.004,-2.729,7.12,2.73,7.62,7.12,-0.00,0.609,280.2,107.4,300.1,280.2,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407444,846.569,-227.302,82.103,1.428,7.940,-3.093,8.07,3.09,8.64,8.07,-0.00,0.595,317.6,121.8,340.2,317.6,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407474,846.622,-227.008,81.988,1.534,8.524,-3.321,8.66,3.32,9.28,8.66,-0.00,0.583,341.0,130.7,365.2,341.0,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425407503,846.622,-227.008,81.988,1.073,5.966,-2.325,6.06,2.32,6.49,6.06,-0.00,0.572,238.7,91.5,255.6,238.7,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425407532,846.674,-226.714,81.873,1.297,7.213,-2.811,7.33,2.81,7.85,7.33,-0.00,0.560,288.6,110.6,309.0,288.6,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407562,846.727,-226.420,81.759,1.454,8.084,-3.150,8.21,3.15,8.80,8.21,-0.00,0.548,323.4,124.0,346.3,323.4,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407591,846.780,-226.126,81.644,1.564,8.696,-3.388,8.84,3.39,9.46,8.84,-0.00,0.538,347.9,133.4,372.6,347.9,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425407620,846.780,-226.126,81.644,1.095,6.087,-2.372,6.18,2.37,6.62,6.18,-0.00,0.528,243.5,93.4,260.8,243.5,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425407649,846.833,-225.832,81.530,1.313,7.298,-2.843,7.41,2.84,7.94,7.41,-0.00,0.517,291.9,111.9,312.6,291.9,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407678,846.886,-225.538,81.415,1.465,8.145,-3.174,8.28,3.17,8.86,8.28,-0.00,0.507,325.8,124.9,349.0,325.8,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407707,846.939,-225.244,81.301,1.570,8.728,-3.400,8.87,3.40,9.50,8.87,-0.00,0.498,349.1,133.9,373.9,349.1,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425407736,846.939,-225.244,81.301,1.099,6.109,-2.380,6.21,2.38,6.65,6.21,-0.00,0.489,244.4,93.7,261.7,244.4,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425407765,846.992,-224.950,81.186,1.316,7.313,-2.849,7.43,2.85,7.96,7.43,-0.00,0.479,292.5,112.2,313.3,292.5,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407794,847.045,-224.656,81.072,1.467,8.155,-3.177,8.29,3.18,8.87,8.29,-0.00,0.470,326.2,125.1,349.4,326.2,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407823,847.045,-224.656,81.072,1.027,5.708,-2.224,5.80,2.22,6.21,5.80,-0.00,0.463,228.3,87.6,244.6,228.3,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425407853,847.098,-224.362,80.957,1.265,7.031,-2.739,7.14,2.74,7.65,7.14,-0.00,0.454,281.3,107.9,301.2,281.3,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407882,847.150,-224.068,80.843,1.431,7.957,-3.100,8.08,3.10,8.66,8.08,-0.00,0.445,318.3,122.1,340.9,318.3,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407911,847.203,-223.774,80.728,1.548,8.606,-3.353,8.74,3.35,9.37,8.74,-0.00,0.438,344.3,132.0,368.7,344.3,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425407940,847.203,-223.774,80.728,1.083,6.025,-2.347,6.12,2.35,6.56,6.12,-0.00,0.431,241.0,92.4,258.1,241.0,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425407969,847.256,-223.480,80.613,1.305,7.255,-2.827,7.37,2.83,7.89,7.37,-0.00,0.423,290.2,111.3,310.8,290.2,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425407998,847.309,-223.186,80.499,1.457,8.101,-3.156,8.23,3.16,8.82,8.23,-0.00,0.415,324.1,124.3,347.1,324.1,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408027,847.362,-222.892,80.384,1.566,8.706,-3.392,8.85,3.39,9.47,8.85,-0.00,0.408,348.3,133.5,373.0,348.3,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425408056,847.362,-222.892,80.384,1.096,6.094,-2.374,6.19,2.37,6.63,6.19,-0.00,0.402,243.8,93.5,261.1,243.8,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425408085,847.415,-222.598,80.270,1.313,7.302,-2.845,7.42,2.85,7.95,7.42,-0.00,0.394,292.1,112.0,312.8,292.1,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408114,847.468,-222.304,80.155,1.466,8.148,-3.175,8.28,3.17,8.87,8.28,-0.00,0.387,325.9,125.0,349.1,325.9,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408143,847.468,-222.304,80.155,1.026,5.704,-2.222,5.80,2.22,6.21,5.80,-0.00,0.383,228.2,87.5,244.4,228.2,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425408174,847.521,-222.010,80.041,1.237,6.880,-2.680,6.99,2.68,7.49,6.99,-0.00,0.376,275.2,105.5,294.7,275.2,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408203,847.574,-221.717,79.926,1.413,7.852,-3.059,7.98,3.06,8.54,7.98,-0.00,0.369,314.1,120.5,336.4,314.1,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408232,847.626,-221.423,79.812,1.535,8.531,-3.324,8.67,3.32,9.28,8.67,-0.00,0.363,341.3,130.9,365.5,341.3,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425408261,847.626,-221.423,79.812,1.074,5.972,-2.327,6.07,2.33,6.50,6.07,-0.00,0.359,238.9,91.6,255.8,238.9,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425408290,847.679,-221.129,79.697,1.298,7.215,-2.811,7.33,2.81,7.85,7.33,-0.00,0.352,288.6,110.7,309.1,288.6,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408319,847.732,-220.835,79.583,1.455,8.087,-3.151,8.22,3.15,8.80,8.22,-0.00,0.346,323.5,124.1,346.5,323.5,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408348,847.785,-220.541,79.468,1.564,8.695,-3.388,8.83,3.39,9.46,8.83,-0.00,0.341,347.8,133.4,372.5,347.8,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425408377,847.785,-220.541,79.468,1.095,6.086,-2.371,6.18,2.37,6.62,6.18,-0.00,0.337,243.5,93.4,260.8,243.5,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425408406,847.838,-220.247,79.354,1.312,7.291,-2.841,7.41,2.84,7.93,7.41,-0.00,0.331,291.6,111.8,312.4,291.6,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408435,847.891,-219.953,79.239,1.465,8.146,-3.174,8.28,3.17,8.86,8.28,-0.00,0.325,325.8,124.9,349.0,325.8,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408464,847.891,-219.953,79.239,1.026,5.702,-2.222,5.79,2.22,6.20,5.79,-0.00,0.323,228.1,87.5,244.3,228.1,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425408493,847.944,-219.659,79.124,1.264,7.027,-2.738,7.14,2.74,7.65,7.14,-0.00,0.317,281.1,107.8,301.1,281.1,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408522,847.997,-219.365,79.010,1.431,7.955,-3.100,8.08,3.10,8.66,8.08,-0.00,0.312,318.2,122.0,340.8,318.2,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408551,848.049,-219.071,78.895,1.548,8.604,-3.352,8.74,3.35,9.36,8.74,-0.00,0.307,344.2,132.0,368.6,344.2,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425408581,848.049,-219.071,78.895,1.084,6.023,-2.346,6.12,2.35,6.55,6.12,-0.00,0.304,240.9,92.4,258.0,240.9,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425408610,848.102,-218.777,78.781,1.305,7.255,-2.827,7.37,2.83,7.89,7.37,-0.00,0.299,290.2,111.3,310.8,290.2,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408639,848.155,-218.483,78.666,1.459,8.110,-3.160,8.24,3.16,8.83,8.24,-0.00,0.294,324.4,124.4,347.5,324.4,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408668,848.155,-218.483,78.666,1.021,5.677,-2.212,5.77,2.21,6.18,5.77,-0.00,0.292,227.1,87.1,243.2,227.1,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425408697,848.208,-218.189,78.552,1.261,7.009,-2.731,7.12,2.73,7.63,7.12,-0.00,0.287,280.4,107.5,300.3,280.4,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408726,848.261,-217.895,78.437,1.428,7.943,-3.095,8.07,3.09,8.64,8.07,-0.00,0.282,317.7,121.8,340.3,317.7,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408757,848.314,-217.601,78.323,1.517,8.431,-3.285,8.57,3.28,9.17,8.57,-0.00,0.279,337.3,129.3,361.2,337.3,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425408785,848.367,-217.307,78.208,1.610,8.954,-3.489,9.10,3.49,9.74,9.10,-0.00,0.276,358.2,137.3,383.6,358.2,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425408814,848.367,-217.307,78.208,1.127,6.268,-2.442,6.37,2.44,6.82,6.37,-0.00,0.273,250.7,96.1,268.5,250.7,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408844,848.420,-217.013,78.094,1.335,7.423,-2.892,7.54,2.89,8.08,7.54,-0.00,0.268,296.9,113.9,318.0,296.9,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408873,848.473,-216.719,77.979,1.477,8.209,-3.198,8.34,3.20,8.93,8.34,-0.00,0.264,328.4,125.9,351.7,328.4,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408902,848.473,-216.719,77.979,1.034,5.746,-2.239,5.84,2.24,6.25,5.84,-0.00,0.263,229.9,88.1,246.2,229.9,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425408931,848.525,-216.425,77.864,1.269,7.056,-2.749,7.17,2.75,7.68,7.17,-0.00,0.259,282.2,108.2,302.3,282.2,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408960,848.578,-216.131,77.750,1.434,7.974,-3.107,8.10,3.11,8.68,8.10,-0.00,0.255,319.0,122.3,341.6,319.0,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425408989,848.631,-215.837,77.635,1.551,8.618,-3.358,8.76,3.36,9.38,8.76,-0.00,0.252,344.7,132.2,369.2,344.7,-0.0,79.81,0.00,1.000,forward,running_slope,false
1756425409019,848.631,-215.837,77.635,1.085,6.033,-2.350,6.13,2.35,6.56,6.13,-0.00,0.250,241.3,92.5,258.5,241.3,-0.0,79.81,0.00,1.000,unknown,running_slope,false
1756425409048,848.684,-215.543,77.521,1.305,7.257,-2.827,7.37,2.83,7.90,7.37,-0.00,0.246,290.3,111.3,310.9,290.3,-0.0,79.81,0.00,1.000,neutral,running_slope,false
1756425409077,848.737,-215.249,77.406,1.459,8.114,-3.161,8.24,3.16,8.83,8.24,-0.00,0.242,324.6,124.5,347.6,324.6,-0.0,79.81,0.00,1.000,neutral,running_slope,false
